"a_Name","City","State","Region","Profit_Status_","Year","Total_Revenue","Net_Income","Net_Patient_Revenue","Total_Operating_Expense","Operating_Income","Interest_Expense","Bad_Debt","Total_Assets","Total_Liabilities","Net_Assets_Equity","LongTerm_Liabilities","Current_Assets","Current_Liabilities","Net_Patient_Accounts_Receivable","Total_Operating_Revenue","Cash_and_Cash_Equivalents","Depreciation_and_Amortization","EBITDA_EBIDA","Audited_by"
"Cone Health aka Moses H. Cone Health (NC)","Greensboro","NC","South","Not-For-Profit","2015","1534584000","44562000","1486715000","1490022000","55792000","11295000","122020000","2335481000","872846000","1462635000","444919000","343386000","427927000","205579000","1545814000","27152000","94525000","161612000","Deloitte & Touche LLP"
"Cone Health aka Moses H. Cone Health (NC)","Greensboro","NC","South","Not-For-Profit","2014","1423726000","53261000","1335608000","1370465000","33386000","9502000","124489000","2330007000","840316000","1489691000","432379000","349024000","407937000","189007000","1403851000","45817000","90702000","133590000","Deloitte & Touche LLP"
"Cone Health aka Moses H. Cone Health (NC)","Greensboro","NC","South","Not-For-Profit","2013","1166062000","-23330000","1098483000","1189392000","-49514000","5390000","119392000","2210298000","798831000","1411467000","509582000","328888000","289249000","189624000","1139878000","11895000","74167000","30043000","Deloitte & Touche LLP"
"Cone Health aka Moses H. Cone Health (NC)","Greensboro","NC","South","Not-For-Profit","2012","1084292000","83081000","995983000","1001211000","21433000","4608000","73737000","1753128000","665735000","1087393000","458656000","278788000","207079000","191104000","1022644000","","","",""
"Cone Health aka Moses H. Cone Health (NC)","Greensboro","NC","South","Not-For-Profit","2011","902074000","39381000","885148000","862693000","43838000","4754000","69901000","1635229000","647256000","987973000","416908000","291706000","230348000","141935000","906531000","","","",""
"Conemaugh Health System (PA)","Johnstown","PA","Northeast","Not-For-Profit","2013","537523000","33088000","482156000","504435000","11238000","8738000","7368000","566374000","348537000","217837000","274812000","123965000","73725000","48680000","515673000","","","",""
"Conemaugh Health System (PA)","Johnstown","PA","Northeast","Not-For-Profit","2012","518122000","25212000","479083000","492910000","16644000","9551000","10481000","556485000","392661000","163824000","300763000","137446000","91898000","51951000","509554000","","","",""
"Conemaugh Health System (PA)","Johnstown","PA","Northeast","Not-For-Profit","2011","524529000","45953000","471968000","478576000","21449000","11189000","19469000","517052000","359203000","157849000","291236000","123081000","67967000","50762000","500025000","","","",""
"Conway Hospital (SC)","Conway","SC","South","Not-For-Profit","2017","193544541","-10511196","182322092","204055737","-17940744","4289256","51737975","443467816","151187903","292279913","109469937","52022348","41717966","24173698","186114993","16982359","11362878","-2288610",""
"Conway Hospital (SC)","Conway","SC","South","Not-For-Profit","2016","201991920","12646534","188171232","189345386","3691590","2506815","46199931","386449621","92679836","293769785","63033597","38973072","29646239","17187680","193036976","11496618","10172987","16371392","Grant Thornton"
"Conway Hospital (SC)","Conway","SC","South","Not-For-Profit","2015","194444075","17337924","184228258","177106151","11929616","2570371","47370314","378451423","97127555","281323868","68531972","48451321","28595583","18482864","189035767","18811602","9731339","24231326","Grant Thornton"
"Conway Hospital (SC)","Conway","SC","South","Not-For-Profit","2014","188942475","28321488","172233199","160620987","18531463","2288876","44919449","350613508","80172864","270440644","56425559","41773161","23747305","18559024","179152450","13277187","9655753","30476092","Grant Thornton"
"Conway Hospital (SC)","Conway","SC","South","Not-For-Profit","2013","170614721","14192258","157809959","156422463","5965688","3284815","40119643","324814840","82615067","242199773","59252655","40484994","23362412","16669639","162388151","13885127","9370715","18621218",""
"Conway Hospital (SC)","Conway","SC","South","Not-For-Profit","2012","159895841","7560548","151462402","152335293","6160893","2624286","38275649","314586776","93964936","220621840","71007337","43978557","22957599","14071694","158496186","","","",""
"Conway Hospital (SC)","Conway","SC","South","Not-For-Profit","2011","154422824","9929061","147151562","144493763","7370252","3077551","34830627","301653194","97213626","204439568","76429043","46416693","20784583","14889615","151864015","","","",""
"Cook Children's Health Care System (TX)","Fort Worth","TX","South","Not-For-Profit","2017","1740424000","257548000","1037684000","1482876000","138791000","30286000","43378000","3473407000","703001000","2770406000","445798000","841922000","257203000","140044000","1621667000","505806000","67109000","236186000",""
"Cook Children's Health Care System (TX)","Fort Worth","TX","South","Not-For-Profit","2016","1561059000","330737000","1051872000","1139665000","230551000","27907000","36223000","3201257000","689304000","2511953000","459261000","714683000","230043000","123168000","1460873000","505570000","55142000","313600000",""
"Cook Children's Health Care System (TX)","Fort Worth","TX","South","Not-For-Profit","2015","1284027000","144362000","931882000","1139665000","188399000","34509000","35029000","2866164000","694787000","2171377000","465912000","682240000","228875000","110776000","1328064000","487224000","48278000","271186000",""
"Cook Children's Health Care System (TX)","Fort Worth","TX","South","Not-For-Profit","2014","1374877000","307766000","907084000","1067111000","884813000","22271000","36724000","2761676000","729068000","2032608000","472371000","792509000","256697000","97643000","1282069000","627554000","47207000","284436000",""
"Cook Children's Health Care System (TX)","Fort Worth","TX","South","Not-For-Profit","2013","1295249000","282336000","880875000","1012913000","863871000","17004000","34422000","2254190000","527619000","1726571000","295923000","662283000","231696000","94994000","1205112000","490441000","48526000","257729000",""
"Cook Children's Health Care System (TX)","Fort Worth","TX","South","Not-For-Profit","2012","1219175000","278765000","857650000","940410000","186609000","15060000","31574000","1931302000","489250000","1442052000","209856000","600440000","279394000","104119000","1127019000","","","",""
"Cook Children's Health Care System (TX)","Fort Worth","TX","South","Not-For-Profit","2011","1016361000","165288000","743442000","851073000","154494000","12056000","25523000","1667233000","505895000","1161338000","292721000","494004000","213174000","75465000","1005567000","","","",""
"Cook County Health and Hospitals System (IL)","Chicago","IL","Midwest","Not-For-Profit","2014","1492387984","14115627","573659569","1478272357","-213652059","","191394685","890033433","398985334","491048099","46076599","489636556","352908735","58376569","1264620298","4068354","32497046","-181155013","McGladrey"
"Cook County Health and Hospitals System (IL)","Chicago","IL","Midwest","Not-For-Profit","2013","1010807471","-93061069","546067828","1103868540","-394408179","","351922531","788751321","319909131","468842190","48316967","362396089","271592164","71950316","709460361","1688833","34264802","-360143377","McGladrey"
"Cook County Health and Hospitals System (IL)","Chicago","IL","Midwest","Not-For-Profit","2012","874357064","-109104033","536177313","983461097","-417831194","","342863068","744677056","208191694","536485362","49349567","304053625","158842127","52888950","565629903","1649955","32512226","-385318968","McGladrey"
"Cook County Health and Hospitals System (IL)","Chicago","IL","Midwest","Not-For-Profit","2011","873106594","-156797078","534604567","1029903672","-472493289","","424509602","836028770","210660520","625368250","46288294","379867246","164372226","87339969","557410383","1127247","33893513","-438599776","McGladrey"
"Cooper Health System (NJ)","Camden","NJ","Northeast","Not-For-Profit","2017","1217085000","19214000","1120609000","1197871000","-432000","14138000","84695000","1309823000","592171000","717652000","415901000","471452000","176270000","158146000","1197439000","229850000","48561000","62267000",""
"Cooper Health System (NJ)","Camden","NJ","Northeast","Not-For-Profit","2016","1188630000","70482000","1079453000","1118148000","54760000","13011000","69753000","1267427000","583255000","684172000","414146000","443587000","169109000","173484000","1172908000","198314000","42369000","110140000",""
"Cooper Health System (NJ)","Camden","NJ","Northeast","Not-For-Profit","2015","1041354000","40109000","985974000","1001245000","55603000","13555000","60798000","1143660000","544880000","598780000","386213000","349714000","158667000","128205000","1056848000","149486000","40523000","109681000","Ernst & Young LLP"
"Cooper Health System (NJ)","Camden","NJ","Northeast","Not-For-Profit","2014","967228000","63445000","885915000","903783000","45562000","11202000","70002000","1090338000","551015000","539323000","405516000","335587000","145499000","105885000","949345000","170086000","40420000","97184000","Ernst & Young LLP"
"Cooper Health System (NJ)","Camden","NJ","Northeast","Not-For-Profit","2013","899179000","39304000","812884000","859875000","20119000","11194000","66856000","1027816000","558160000","469656000","410446000","262500000","147714000","108173000","879994000","96048000","36959000","68272000","Ernst & Young LLP"
"Cooper Health System (NJ)","Camden","NJ","Northeast","Not-For-Profit","2012","839277000","23162000","759659000","816115000","7204000","9987000","62058000","850323000","508076000","342247000","369924000","253381000","138152000","106150000","823319000","","","",""
"Cooper Health System (NJ)","Camden","NJ","Northeast","Not-For-Profit","2011","781055000","9195000","719620000","771860000","3710000","10825000","86161000","756350000","471549000","284801000","362923000","187797000","108626000","91684000","775570000","","","",""
"Cottage Health System (CA)","Santa Barbara","CA","West","Not-For-Profit","2017","909805000","143468000","785973000","766337000","35525000","15304000","12017000","2220499000","721725000","1498774000","533903000","217369000","187822000","97555000","801862000","32881000","54381000","105210000",""
"Cottage Health System (CA)","Santa Barbara","CA","West","Not-For-Profit","2016","813963000","33734000","734109000","780229000","-33749000","17844000","31426000","2069918000","731109000","1338809000","617529000","207513000","113580000","112306000","746480000","36233000","47978000","32073000",""
"Cottage Health System (CA)","Santa Barbara","CA","West","Not-For-Profit","2015","731967802","3361577","739954114","728606225","22599798","18314143","19197986","2034655375","739926954","1294728421","624365153","207455077","115561801","139125796","751206023","14759076","55927438","96841379","Ernst & Young LLP"
