"a_Name","Year","Total_Revenue","NPR","HMA_System_Name","HMA_Member"
"Dekalb Regional Health System (GA)","2013",424607000,396579000,NA,NA
"Delta Regional Medical Center (MS)","2013",122629029,121338245,NA,NA
"Dignity Health (CA)","2013",10939849000,9444559000,"Dignity Health","Y"
"Dimensions Healthcare System (MD)","2013",368199000,327153000,NA,NA
"Doctors Community Hospital (MD)","2013",197176702,187408037,NA,NA
"Douglas County Hospital (MN)","2013",120749115,119486381,NA,NA
"Duke University Health System (NC)","2013",2794855000,2385606000,"Duke University Health System","Y"
"East Alabama Medical Center","2013",284649436,257555463,NA,NA
"East Jefferson General Hospital (LA)","2013",370103351,346248059,NA,NA
"East Texas Medical Center Regional Healthcare System","2013",985219000,778680000,NA,NA
"Eastern Connecticut Health Network","2013",325829104,298979957,NA,NA
"Eastern Maine Healthcare Systems","2013",1051849000,960633000,NA,NA
"Ector County Hospital District (TX)","2013",264765216,190311709,NA,NA
"Edward-Elmhurst Healthcare (IL)","2013",654998000,557530000,NA,NA
"Eisenhower Medical Center (CA)","2013",509669000,443098000,NA,NA
"El Camino Healthcare District (CA)","2013",750975000,691545000,NA,NA
"El Paso County Hospital District (TX)","2013",459981000,155398000,NA,NA
"Elliot Health System (NH)","2013",445949229,421031696,"Elliot Health System","Y"
"Ellis Hospital (NY)","2013",384536476,367336469,NA,NA
"Emerson Health System, Inc. and Affiliates (MA)","2013",188850476,180060966,NA,NA
"Emory Healthcare (GA)","2013",436517000,422596000,"Emory Healthcare","Y"
"Encompass Health Corporation (formerly known as) HealthSouth Corporation (AL)","2013",2.159e+09,2247200000,NA,NA
"Erlanger Health System (TN)","2013",538181145,526139300,NA,NA
"Ernest Health (NM)","2013",194471101,243367732,NA,NA
"Essentia Health (MN)","2013",1710984000,1576773000,NA,NA
"Evangelical Community Hospital (PA)","2013",168840696,154055792,NA,NA
"Evergreen Home Health (WA)","2013",512526121,465287515,NA,NA
"Excela Health (PA)","2013",481946000,442438000,NA,NA
"Fairfield Medical Center (OH)","2013",253564272,236760745,NA,NA
"Fairview Health Services (MN)","2013",3433237000,3025692000,"Fairview Health Services","Y"
"Faith Regional Health Services (NE)","2013",160878116,152686486,NA,NA
"Firelands Regional Health System (OH)","2013",272920650,215074444,NA,NA
"FirstHealth of the Carolinas (NC)","2013",587441000,473513000,NA,NA
"Florida Health Science Center","2013",1055086821,954890040,NA,NA
"Floyd Regional Medical Center (GA)","2013",332596188,319320853,NA,NA
"Forrest General Hospital (MS)","2013",463320669,452666891,NA,NA
"Forrest S. Chilton (NJ)","2013",177171933,165135152,NA,NA
"Franciscan Alliance (IN) d/b/a Sisters of St. Francis","2013",2815901000,2321297000,NA,NA
"Franciscan Missionaries of Our Lady Health System, Inc. (LA)","2013",1485416000,1308120000,NA,NA
"Franciscan Sisters of Christian Charity Sponsored Ministries, Inc. (WI)","2013",206755884,173269108,NA,NA
"Frederick Regional Health System Inc. (MD)","2013",358983000,335021000,NA,NA
"Freeman Health System (MO)","2013",509076755,474870527,NA,NA
"Fremont Rideout Health Group (CA)","2013",343383000,322323000,NA,NA
"Froedtert Health (WI)","2013",1594077000,1425742000,NA,NA
"GBMC HealthCare (Parent Co. of Greater Baltimore Medical Center) (MD)","2013",4543042000,2095934000,NA,NA
"Geisinger Health System (PA)","2013",3493615000,1706723000,"Geisinger Health System","Y"
"Genesis Health System (IA)","2013",575326695,513030467,NA,NA
"Genesis Health, Inc. dba Brooks Rehabilitation (FL)","2013",145312228,104121841,NA,NA
"Genesis Healthcare System (OH)","2013",444500341,357038795,NA,NA
"Gerald Champion Regional Medical Center (NM)","2013",88281610,88559198,NA,NA
"Gillette Children's Specialty Healthcare (MN)","2013",220833844,200392260,NA,NA
"Good Samaritan Hospital (The) (PA)","2013",169483000,158826000,NA,NA
"Good Shepherd Rehabilitation System (PA)","2013",133883564,108705820,NA,NA
"Grady Health System (GA)","2013",9939189,9503230.46088038,NA,NA
"Great Hudson Valley Health System (NY)","2013",164052109,152814906,NA,NA
"Great Plains Regional Medical Center (NE)","2013",41110958,39216023,NA,NA
"Greenville Health System (SC)","2013",1705559000,1628235000,NA,NA
"Greenwich Healthcare Services, Inc and Subsidiaries (CT)","2013",348875000,328796000,NA,NA
"Gundersen Lutheran (WI)","2013",979558000,609546000,NA,NA
"Guthrie Healthcare System (PA)","2013",624999000,596549000,NA,NA
"Gwinnett Hospital System, Inc. (GA)","2013",619747000,576250000,NA,NA
"H. Lee Moffit Cancer Care Center (FL)","2013",789474627,676825737,NA,NA
"Hackensack University Health Network (NJ)","2013",1434628000,1207844000,"Hackensack University Medical Center","N"
"Halifax Health (FL)","2013",467098000,432798000,NA,NA
"Hampton Regional Medical Center (SC)","2013",20116345,18150019,NA,NA
"Hanover Healthcare Plus (PA)","2013",145328000,137206000,NA,NA
"Hartford HealthCare Corporation (CT)","2013",2509337000,1906243000,NA,NA
"Hawaii Health Systems Corporation","2013",637113663,541629368,NA,NA
"Hawaii Pacific Health","2013",1094476317,1024045127,"Hawai'i Pacific Health","Y"
"HCA (TN)","2013",3.4182e+10,3.4182e+10,"HCA Healthcare","Y"
"Health Care Authority for Baptist Health, Inc. (AL)","2013",562946000,524321000,NA,NA
"Health First, Inc. (FL)","2013",1058277000,662270000,"Health First","Y"
"Health Quest Systems, Inc. (NY)","2013",743180000,676778000,NA,NA
"HealthEast Care System (MN)","2013",949793000,911398000,NA,NA
"HealthPartners, Inc. (MN)","2013",5337299000,2249886000,NA,NA
"Heartland Regional Medical Center (IL)","2013",582522308,508865251,NA,NA
"Henry Mayo Newhall Memorial Hospital (CA)","2013",263266117,251902155,NA,NA
"Heritage Valley Health System (NY)","2013",441842000,400258000,NA,NA
"Highland Hospital of Rochester (NY)","2013",313385524,288387935,NA,NA
"Highmark Health (PA)","2013",15934140000,1069665000,NA,NA
"Holland Hospital (MI)","2013",218526018,196107738,NA,NA
"Holy Redeemer Health System (PA)","2013",377972000,338036000,NA,NA
"Holzer Health System (OH)","2013",330429709,319033038,NA,NA
"HonorHealth","2013",1509731006,1418133417,"HonorHealth","Y"
"Hospital Service District No. 1 of Terrebonne Parish (LA)","2013",178257000,166290000,NA,NA
"Hospital Service District No1 of the Parish of Tangipahoa dba North Oaks Health System (LA)","2013",280337265,272781640,NA,NA
"Hospital Sisters Health System (IL)","2013",2153881000,1904977000,"Hospital Sisters Health System","Y"
"Houston Methodist dba The Methodist Hospital System (TX)","2013",3128286000,2419192000,NA,NA
"Hugh Chatham Memorial Hospital (NC)","2013",94496078,78635240,NA,NA
"Hunterdon Healthcare System (NJ)","2013",269629489,247842813,NA,NA
"Hurley Medical Center (MI)","2013",384801506,333813270,NA,NA
"IASIS Healthcare Corporation (TN)","2013",2281780000,1720902000,NA,NA
"Immanuel Health Systems (NE)","2013",75859000,23599000,NA,NA
"Indiana Healthcare Corporation","2013",151095000,133255000,NA,NA
"Indiana University Health","2013",5414159000,4884902000,"Indiana University Health","Y"
"Infirmary Health System, Inc. (AL)","2013",611685415,575664389,NA,NA
"Ingalls Health System (IL) d/b/a UCN Community Health and Hospital Division","2013",388773000,308153000,NA,NA
"Inova Health System (VA)","2013",3070130000,2267157000,"Inova Health System","Y"
"Inspira Health Network (NJ)","2013",418283000,394505000,NA,NA
"Integrated Healthcare Holdings (CA)","2013",372017000,383500000,NA,NA
"INTEGRIS Health (OK)","2013",1384204000,1241071000,"INTEGRIS Health","Y"
"InterHealth Corp (CA) d/b/a/ PIH Health","2013",656891000,524524000,NA,NA
"Intermountain Health Care, Inc. (UT)","2013",5412900000,3292700000,"Intermountain Healthcare","Y"
"Jackson-Madison County Hospital dba West Tennessee Healthcare","2013",611455106,569100039,NA,NA
"Jackson Hospital & Clinic (AL)","2013",183779779,173234952,NA,NA
"Jefferson Health System (PA)","2013",1472200000,1369400000,NA,NA
"Jefferson Regional Medical Center","2013",181981101,170077730,NA,NA
"John C. Lincoln Health Network and Affiliates (AZ)","2013",605716247,505791548,NA,NA
"John Muir Health (CA)","2013",1456068000,1224497000,NA,NA
"Johns Hopkins Health System","2013",5310090000,4433894000,"Johns Hopkins Health System","Y"
"Johnston Health (NC)","2013",153683074,152623470,NA,NA
"Jupiter Medical Center (FL)","2013",193253317,179448260,NA,NA
"Kaiser Foundation Hospitals (CA)","2013",5.3969e+10,51601780059.0424,"Kaiser Permanente","Y"
"Kaleida Health (NY)","2013",1278585000,1224102000,NA,NA
"Kalispell Regional Medical Center, Inc. (MT)","2013",243299142,221848827,NA,NA
"Kansas University Hospital Authority","2013",1165915000,1112107000,NA,NA
"Kaweah Delta Healthcare District (CA)","2013",453979108,423017013,NA,NA
"Keck Medicine of USC","2013",1005729915.60794,961616000,"Keck Medicine of USC","Y"
"Kershaw Health (SC)","2013",102710226,103708774,NA,NA
"Kettering Medical Center Network (OH)","2013",1382744000,1241163000,NA,NA
"Kindred Healthcare, Inc. (KY)","2013",4655079000,4775235000,NA,NA
"King's Daughters' Health (IN)","2013",118160401,111685302,NA,NA
"Kingsbrook Jewish Medical Center and Rutland Nursing Home, Inc. (NY)","2013",181670000,169650000,NA,NA
"KISH Health System (IL)","2013",239184000,223129000,NA,NA
"Lafayette General Health (LGH) (LA)","2013",372304246,352581670,NA,NA
"Lahey Clinic Foundation, Inc. (MA)","2013",1064183000,1004230000,NA,NA
"Lake Hospital System (OH)","2013",326576202,299071457,NA,NA
"Lakeland Healthcare (MI)","2013",368539473,321435972,NA,NA
"Lakeland Regional Health Systems Inc. (FL)","2013",635083000,584122000,NA,NA
"Lakewood Health System (MN)","2013",92085778,88341385,NA,NA
"Lancaster General Health (PA)","2013",991967000,872876000,NA,NA
"Lawrence + Memorial Corporation (CT)","2013",390058431,358189769,NA,NA
"Lawrence Memorial Hospital (KS)","2013",329520967,303256360,NA,NA
"Lee Memorial Health System (FL)","2013",1313364000,1227114000,NA,NA
"Legacy Health System (OR)","2013",1404644000,1312333000,"Legacy Health","Y"
"Lehigh Valley Hospital & Health Network (PA)","2013",1593617000,1520026000,"Lehigh Valley Health Network","Y"
"Lexington County Health Services District (SC)","2013",714480304,715180450,NA,NA
"LHC Group (LA)","2013",644617000,616342430.957026,NA,NA
"Liberty Health (NJ)","2013",367141407,334342302,NA,NA
"LifeBridge Health (MD)","2013",1050138000,982632000,NA,NA
"LifePoint Hospitals, Inc. (TN)","2013",3678700000,3678300000,NA,NA
"Lifespan (RI)","2013",1741979000,1520887000,"Lifespan","Y"
"Loma Linda University Adventist Health Sciences Center (CA)","2013",1286880000,1205005000,NA,NA
"Lompoc Valley Medical Center (CA)","2013",60178175,58131574,NA,NA
"Lucile Packard Children's Hospital at stanford (CA)","2013",1218451000,1083294000,NA,NA
"Maimonides Medical Center (NY)","2013",1082748000,994471000,NA,NA
"Main Line Health, Inc. and Affiliates (PA)","2013",1464590000,1369402000,NA,NA
"MaineHealth","2013",1812355000,1594085000,NA,NA
"Major Health Partners (IN)","2013",198421520,192996493,NA,NA
"Marshall Health System (AL)","2013",141964812,131925992,NA,NA
"Marshfield Clinic Health System, Inc. (WI)","2013",1887887000,844268000,NA,NA
"Martin Memorial Medical Center","2013",319495000,298263000,NA,NA
"Mary Greely Medical Center (IA)","2013",188053410,166934684,NA,NA
"Mary Washington Healthcare (VA)","2013",602253562,561001265,NA,NA
"Maury Regional Healthcare System (TN)","2013",287476517,277946567,NA,NA
"Mayo Clinic Health System (MN)","2013",9993600000,7902100000,"Mayo Clinic","Y"
"MCG Health Systems, Inc. Dba Georgia Regents Health System","2013",521222333,491692466,NA,NA
"McLaren Health Care Corp. (MI)","2013",2598060000,1875229000,"McLaren Health Care","Y"
"McLeod Health (SC)","2013",864720000,742992000,NA,NA
"MedAmerica Health Systems (OH)","2013",1001074000,883340000,NA,NA
"MedCentral Health System (OH)","2013",254767139,230776976,NA,NA
"Medical College of Wisconsin (The)","2013",976536000,379260000,NA,NA
"MEDNAX Services, Inc. (FL)","2013",2150293000,2154012000,NA,NA
"MedStar Health (MD)","2013",4324100000,3885400000,"MedStar Health","Y"
"Memorial Group, Inc. (IL)","2013",303097091,291434355,NA,NA
"Memorial Health Services aka MemorialCare Health System (CA)","2013",2233756000,1532016000,"MemorialCare Health System (CA)","Y"
"Memorial Health System (IL)","2013",798060000,645829000,NA,NA
"Memorial Health System of East Texas","2013",189156417,178033142,NA,NA
"Memorial Healthcare System (FL)","2013",1504110000,1378510000,NA,NA
"Memorial Hermann Healthcare System (TX)","2013",3582459000,3388833000,"Memorial Hermann Health System","Y"
"Memorial Hospital at Gulfport (MS)","2013",390512377,376315920,NA,NA
"Memorial Sloan Kettering (NY)","2013",3350510000,2367731000,NA,NA
"Mercy Health (Formerly Known as Catholic Health Partners) (OH)","2013",4183011000,3645079000,"Mercy Health","Y"
"Mercy Health (MO)","2013",4279543000,3610754000,NA,NA
"Mercy Health Corporation (Formerly) Mercy Alliance, Inc. and Affiliates) (WI)","2013",513150000,403109000,NA,NA
"Mercy Health Services, Inc. (MD)","2013",615889000,572964000,NA,NA
"Mercy Hospital d/b/a Mercy Medical Center (IA)","2013",281982000,252180000,NA,NA
"Mercy Regional Health Center (KS)","2013",74201000,71474000,NA,NA
"Meridian Health (NJ)","2013",1455080000,1336284000,NA,NA
"Meritus Medical Center (MD)","2013",372143865,356447133,NA,NA
"Methodist Health System (TX)","2013",1112960000,1132731000,NA,NA
"Methodist Hospitals, Inc. (IN)","2013",347122389,264429962,NA,NA
"Methodist Le Bonheur Healthcare (TN)","2013",1696066000,1499795000,"Methodist Le Bonheur Healthcare","Y"
"Metro Health Corporation (MI)","2013",313945745,301607237,NA,NA
"Metro Health System - Cuyahoga County (OH)","2013",852978000,744123000,NA,NA
"Michigan Medicine","2013",2913911704.75041,2786100000,"Michigan Medicine","Y"
"MidMichigan Health","2013",589529000,543708000,NA,NA
"Mile Bluff Medical Center (WI)","2013",69904110,67134676,NA,NA
"Mission Health System (NC)","2013",1335211000,1166860000,NA,NA
"Mississippi Baptist Health System","2013",448079511,398241286,NA,NA
"Monongalia Health System (WV)","2013",243545493,218087502,NA,NA
"Montefiore Health System (NY)","2013",3422680000,3104515000,"Montefiore Health System","Y"
"Mount Nittany (PA)","2013",317369856,311869964,NA,NA
"Mount Sinai (FL)","2013",519651000,489110000,NA,NA
"Mount Sinai Health System (NY)","2013",2012352000,1825296000,NA,NA
"Mountain States Health Alliance (TN)","2013",1059304000,932748000,NA,NA
"MultiCare Health System (WA)","2013",1832639000,1629981000,"MultiCare Health System","Y"
"Munroe Regional Health System (FL)","2013",302789801,300038058,NA,NA
"Munson Healthcare (MI)","2013",584083000,534354000,"Munson Healthcare","N"
"Nanticoke Health Services, Inc.","2013",128982539,122597550,NA,NA
"Nash Health Care Systems (NC)","2013",236322038,210123958,NA,NA
"Nationwide Children’s Hospital, Inc. and Subsidiaries (OH)","2013",1845427000,956205000,NA,NA
"Navicent Health (formerly Central Georgia Health Systems, Inc.)","2013",793066000,703940000,NA,NA
"NCH Healthcare Systems, inc. (IL)","2013",468491925,441529681,NA,NA
"Nebraska Methodist Health System","2013",681577000,620725000,NA,NA
"Nemours Foundation (The) (FL)","2013",1101558942,732079886,NA,NA
"New Hanover Regional Medical Center (NC)","2013",712827000,687658000,NA,NA
"New York-Presbyterian Healthcare System, Inc.","2013",4418669000,3996551000,"NewYork-Presbyterian","Y"
"New York City Health & Hospitals Corporation","2013",7181830000,4491786000,NA,NA
"New York Methodist Hospital","2013",810323000,726678000,NA,NA
"New York Society for the Relief of the Ruptured and Crippled, Maintaining the Hospital for Special Surgery","2013",947102000,690050000,NA,NA
"Newport Hospital (RI)","2013",102642000,98815000,NA,NA
"NewYork- Presbyterian/Queens formerly New York Hospital Medical Center of Queens","2013",690239000,651656000,NA,NA
"Nicklaus Children's Health System (formerly Miami Children's Health System Inc.)","2013",581945777,494374121,NA,NA
"Norman Regional Hospital Authority (OK)","2013",346995535,326883674,NA,NA
"North Brevard County Hospital District (FL)","2013",127819221,141379265,NA,NA
"North Memorial Health Care (MN)","2013",774901304,682407780,NA,NA
"North Mississippi Health Services, Inc.","2013",759765000,703086000,NA,NA
"NorthBay Healthcare System (CA)","2013",408521000,355556000,NA,NA
"NorthEast Georgia Health System","2013",727022514,662923118,NA,NA
